Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
1350 30760 5 5788 1968 58,67 22,72 23,66 5,46 1,0862 408 3 334203,65625 1
1426 30486 4 991 1000 95,35 44,21 52,63 5,46 1,4711 444 3 312480,9375 1
1426 30486 4 991 1000 95,35 44,21 52,63 5,46 1,4694 445 3 312480,9375 1
1427 30478 4 923 993 94,49 43,87 53,17 5,46 1,4694 445 3 312480,9375 1
1427 30478 4 923 993 94,49 43,87 53,17 5,46 1,4683 446 3 312480,9375 1
1428 30470 4 964 993 94,49 43,87 53,17 5,46 1,4683 446 3 312480,9375 1
1428 30470 4 964 993 94,65 44,51 53,17 5,46 1,4669 446 3 312480,9375 1
1428 30468 4 964 993 94,65 44,51 53,17 5,46 1,4669 446 3 312480,9375 1
1428 30468 4 929 984 95,29 44,27 53,89 5,46 1,4669 446 3 312480,9375 1
1428 30468 4 929 984 95,29 44,27 53,89 5,46 1,4661 447 3 311340,84375 1
1431 30461 4 998 1001 97,01 44,62 52,49 5,46 1,4661 447 3 311340,84375 1
1431 30461 4 998 1001 97,01 44,62 52,49 5,46 1,4654 448 3 311340,84375 1
1431 30446 4 971 995 97,97 44,56 53,02 5,46 1,4654 448 3 311340,84375 1
1431 30446 4 971 995 97,97 44,56 53,02 5,46 1,464 448 3 311340,84375 1
1433 30441 4 1009 995 97,97 44,56 53,02 5,46 1,464 448 3 311057,09375 1
1433 30441 4 1009 1004 95,78 44,47 52,27 5,46 1,463 449 3 311057,09375 1
1433 30431 4 1009 1004 95,78 44,47 52,27 5,46 1,463 449 3 311909,84375 1
1433 30431 4 953 990 96,03 44,08 53,4 5,46 1,463 449 3 311909,84375 1
1433 30431 4 953 990 96,03 44,08 53,4 5,46 1,4621 449 3 309927,375 1
1433 30425 4 980 996 94,26 45,12 52,88 5,46 1,4621 449 3 309927,375 1
1433 30425 4 980 996 94,26 45,12 52,88 5,46 1,4619 449 3 308805,78125 1
1439 30421 4 948 989 93,44 44,72 53,49 5,46 1,4619 449 3 308805,78125 1
1439 30421 4 948 989 93,44 44,72 53,49 5,46 1,4608 450 3 308805,78125 1
1439 30405 4 910 989 93,44 44,72 53,49 5,46 1,4608 450 3 311340,84375 1
1439 30405 4 910 979 93,19 44,51 54,31 5,46 1,46 450 3 311340,84375 1
1442 30394 4 910 979 93,19 44,51 54,31 5,46 1,46 450 3 309365,5625 1
1442 30394 4 1025 1008 94,71 45,33 51,97 5,46 1,46 450 3 309365,5625 1
1442 30394 4 1025 1008 94,71 45,33 51,97 5,46 1,4593 450 3 307969,9375 1
1442 30394 4 953 988 95,9 44,03 53,55 5,46 1,4593 450 3 307969,9375 1
1442 30394 4 953 988 95,9 44,03 53,55 5,46 1,4581 450 3 309927,375 1
1443 30380 4 1009 1004 93,98 45,09 52,27 5,46 1,4581 450 3 309927,375 1
1443 30380 4 1009 1004 93,98 45,09 52,27 5,46 1,4575 451 3 309927,375 1
1443 30369 4 1014 1004 93,98 45,09 52,27 5,46 1,4575 451 3 307969,9375 1
1443 30369 4 1014 1005 95,68 45,44 52,17 5,46 1,4568 451 3 307969,9375 1
1447 30368 4 1014 1005 95,68 45,44 52,17 5,46 1,4568 451 3 306037,0625 1
1447 30368 4 972 995 93,72 45,35 53,01 5,46 1,4568 451 3 306037,0625 1
1447 30368 4 972 995 93,72 45,35 53,01 5,46 1,456 451 3 306037,0625 1
1447 30362 4 924 993 94,04 44,65 53,15 5,46 1,456 451 3 306037,0625 1
1447 30362 4 924 993 94,04 44,65 53,15 5,46 1,4557 451 3 307138,5625 1
1455 30352 4 989 999 95,35 44,12 52,67 5,46 1,4557 451 3 307138,5625 1
1455 30352 4 989 999 95,35 44,12 52,67 5,46 1,4545 451 3 307138,5625 1
1457 30344 4 954 999 95,35 44,12 52,67 5,46 1,4545 451 3 310773,90625 1
1457 30344 4 954 990 96,46 44,86 53,37 5,46 1,454 451 3 310773,90625 1
1458 30337 4 954 990 96,46 44,86 53,37 5,46 1,454 451 3 306586,8125 1
1458 30337 4 920 982 94,78 44,78 54,09 5,46 1,454 451 3 306586,8125 1
1458 30337 4 920 982 94,78 44,78 54,09 5,46 1,4535 451 3 308805,78125 1
1465 30333 4 966 1001 96,46 44,3 52,49 5,46 1,4535 451 3 308805,78125 1
