Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
902 26466 5 65000 65000 2,79 0,97 0,58 5,37 13,5189 420 4 5684,846191 1
838 27059 5 65000 65000 1,97 1,08 0,7 5,36 25,4987 426 6 5684,846191 1
837 27070 5 65000 65000 1,97 1,08 0,7 5,36 25,4987 426 6 5684,846191 1
837 27070 5 65000 65000 1,93 1,07 0,69 5,36 25,8021 426 6 5684,846191 1
836 27081 5 65000 65000 1,93 1,07 0,69 5,36 25,8021 426 6 5684,846191 1
836 27081 5 65000 65000 1,91 1,05 0,68 5,36 25,8021 426 6 5684,846191 1
836 27081 5 65000 65000 1,91 1,05 0,68 5,36 26,017 426 6 5684,846191 1
832 27164 5 65000 65000 2,26 1,36 1,02 5,36 26,017 426 6 5684,846191 1
832 27164 5 65000 65000 2,26 1,36 1,02 5,36 25,4768 426 6 5684,846191 1
828 27434 5 65000 65000 2,61 1,68 1,28 5,36 25,4768 426 6 5684,846191 1
828 27434 5 65000 65000 2,61 1,68 1,28 5,36 24,3926 426 6 5684,846191 1
828 27454 5 65000 65000 2,61 1,68 1,28 5,36 24,3926 426 6 5684,846191 1
828 27454 5 65000 65000 2,87 1,86 1,3 5,36 23,4281 426 6 5684,846191 1
828 27465 5 65000 65000 2,87 1,86 1,3 5,36 23,4281 426 6 6139,677734 1
828 27465 5 65000 65000 2,98 2,02 1,33 5,36 23,4281 426 6 6139,677734 1
828 27465 5 65000 65000 2,98 2,02 1,33 5,36 22,6928 426 6 5875,87207 1
828 27452 5 65000 65000 2,81 1,84 1,13 5,36 22,6928 426 6 5875,87207 1
828 27452 5 65000 65000 2,81 1,84 1,13 5,36 22,2091 426 6 5684,846191 1
828 27431 5 65000 65000 2,75 1,78 1,1 5,36 22,2091 426 6 5684,846191 1
828 27431 5 65000 65000 2,75 1,78 1,1 5,36 21,9921 426 6 5684,846191 1
828 27403 5 65000 65000 2,75 1,78 1,1 5,36 21,9921 426 6 5684,846191 1
828 27403 5 65000 65000 2,61 1,64 0,96 5,36 22,1997 426 6 5684,846191 1
828 27358 5 65000 65000 2,61 1,64 0,96 5,36 22,1997 426 6 5684,846191 1
828 27358 5 65000 65000 2,34 1,38 0,79 5,36 22,1997 426 6 5684,846191 1
828 27358 5 65000 65000 2,34 1,38 0,79 5,36 22,6299 426 6 5684,846191 1
828 27353 5 65000 65000 2,36 1,41 0,89 5,36 22,6299 426 6 5684,846191 1
828 27353 5 65000 65000 2,36 1,41 0,89 5,36 22,6513 426 6 5684,846191 1
828 27366 5 65000 65000 2,43 1,47 0,93 5,36 22,6513 426 6 5684,846191 1
828 27366 5 65000 65000 2,43 1,47 0,93 5,36 22,8139 426 6 5684,846191 1
828 27347 5 65000 65000 2,43 1,47 0,93 5,36 22,8139 426 6 5684,846191 1
828 27347 5 65000 65000 2,35 1,39 0,86 5,36 23,0358 426 6 5684,846191 1
828 27342 5 65000 65000 2,35 1,39 0,86 5,36 23,0358 426 6 5684,846191 1
828 27342 5 65000 65000 2,31 1,37 0,86 5,36 23,0358 426 6 5684,846191 1
828 27342 5 65000 65000 2,31 1,37 0,86 5,36 23,2375 426 6 5684,846191 1
828 27354 5 65000 65000 2,3 1,38 0,87 5,36 23,2375 426 6 5684,846191 1
828 27354 5 65000 65000 2,3 1,38 0,87 5,36 23,3637 426 6 5684,846191 1
828 27361 5 65000 65000 2,29 1,36 0,85 5,36 23,3637 426 6 5684,846191 1
828 27361 5 65000 65000 2,29 1,36 0,85 5,36 23,4594 426 6 5684,846191 1
828 27370 5 65000 65000 2,29 1,36 0,85 5,36 23,4594 426 6 5684,846191 1
828 27370 5 65000 65000 2,3 1,4 0,89 5,36 23,5947 426 6 5684,846191 1
829 27359 5 65000 65000 2,3 1,4 0,89 5,36 23,5947 426 6 5684,846191 1
829 27359 5 65000 65000 2,25 1,35 0,84 5,36 23,5947 426 6 5684,846191 1
829 27359 5 65000 65000 2,25 1,35 0,84 5,36 23,5749 426 6 5684,846191 1
829 27414 5 65000 65000 2,55 1,63 1,14 5,36 23,5749 426 6 5684,846191 1
829 27414 5 65000 65000 2,55 1,63 1,14 5,36 23,042 426 6 5684,846191 1
829 27476 5 65000 65000 2,73 1,83 1,24 5,36 23,042 426 6 5684,846191 1
829 27476 5 65000 65000 2,73 1,83 1,24 5,36 22,2783 426 6 5684,846191 1
830 27545 5 65000 65000 2,73 1,83 1,24 5,36 22,2783 426 6 6073,258789 1
830 27545 5 65000 65000 3,16 2,19 1,55 5,36 21,3779 426 6 6073,258789 1
829 27556 5 65000 65000 3,16 2,19 1,55 5,36 21,3779 426 6 6247,55957 1
829 27556 5 65000 65000 2,95 2,0 1,22 5,36 21,3779 426 6 6247,55957 1
829 27556 5 65000 65000 2,95 2,0 1,22 5,36 20,8945 421 6 5977,956055 1
830 27548 5 65000 65000 2,87 1,9 1,16 5,36 20,8945 421 6 5977,956055 1
830 27548 5 65000 65000 2,87 1,9 1,16 5,36 21,1056 417 6 5684,846191 1
830 27485 5 65000 65000 2,46 1,48 0,78 5,36 21,1056 417 6 5684,846191 1
830 27485 5 65000 65000 2,46 1,48 0,78 5,36 21,43 414 6 5684,846191 1
829 27524 5 65000 65000 2,46 1,48 0,78 5,36 21,43 414 6 5684,846191 1
829 27524 5 65000 65000 2,79 1,79 1,22 5,36 21,1842 411 6 5684,846191 1
829 27532 5 65000 65000 2,79 1,79 1,22 5,36 21,1842 411 6 5684,846191 1
829 27532 5 65000 65000 2,68 1,7 1,03 5,36 21,1842 411 6 5684,846191 1
829 27532 5 65000 65000 2,68 1,7 1,03 5,36 21,1508 409 6 5684,846191 1
829 27525 5 65000 65000 2,64 1,68 1,05 5,36 21,1508 409 6 5684,846191 1
829 27525 5 65000 65000 2,64 1,68 1,05 5,36 21,0444 407 6 5684,846191 1
829 27509 5 65000 65000 2,65 1,67 1,0 5,36 21,0444 407 6 5684,846191 1
829 27509 5 65000 65000 2,65 1,67 1,0 5,36 21,3865 406 6 5684,846191 1
828 27475 5 65000 65000 2,65 1,67 1,0 5,36 21,3865 406 6 5684,846191 1
828 27475 5 65000 65000 2,39 1,43 0,82 5,36 21,848 405 6 5684,846191 1
828 27447 5 65000 65000 2,39 1,43 0,82 5,36 21,848 405 6 5684,846191 1
828 27447 5 65000 65000 2,33 1,38 0,82 5,36 21,848 405 6 5684,846191 1
828 27447 5 65000 65000 2,33 1,38 0,82 5,36 22,204 408 6 5684,846191 1
828 27451 5 65000 65000 2,38 1,44 0,93 5,36 22,204 408 6 5684,846191 1
828 27451 5 65000 65000 2,38 1,44 0,93 5,36 21,8839 409 6 5684,846191 1
827 27680 5 65000 65000 2,91 1,94 1,41 5,36 21,8839 409 6 5684,846191 1
827 27680 5 65000 65000 2,91 1,94 1,41 5,36 20,9553 407 6 5684,846191 1
827 27709 5 65000 65000 2,91 1,94 1,41 5,36 20,9553 407 6 6644,518066 1
827 27709 5 65000 52518 3,51 2,47 1,81 5,36 20,0979 405 6 6644,518066 1
828 27690 5 65000 52518 3,51 2,47 1,81 5,36 20,0979 405 6 6412,825684 1
828 27690 5 65000 65000 3,15 2,19 1,34 5,36 20,0979 405 6 6412,825684 1
828 27690 5 65000 65000 3,15 2,19 1,34 5,36 19,2542 404 6 7244,736328 1
829 27723 5 65000 47237 3,79 2,69 1,96 5,36 19,2542 404 6 7244,736328 1
829 27723 5 65000 47237 3,79 2,69 1,96 5,36 18,2282 403 6 8285,862305 1
829 27757 5 58156 37036 4,29 3,11 2,33 5,36 18,2282 403 6 8285,862305 1
829 27757 5 58156 37036 4,29 3,11 2,33 5,36 17,267 402 6 8285,862305 1
829 27748 5 65000 37036 4,29 3,11 2,33 5,36 17,267 402 6 8363,826172 1
829 27748 5 65000 62065 3,82 2,76 1,61 5,36 16,8527 402 6 8363,826172 1
830 27709 5 65000 62065 3,82 2,76 1,61 5,36 16,8527 402 6 6844,919922 1
830 27709 5 65000 65000 3,34 2,28 1,24 5,36 16,8527 402 6 6844,919922 1
830 27709 5 65000 65000 3,34 2,28 1,24 5,36 16,6814 401 6 6378,313965 1
830 27685 5 65000 65000 3,21 2,14 1,2 5,36 16,6814 401 6 6378,313965 1
830 27685 5 65000 65000 3,21 2,14 1,2 5,36 16,5435 401 6 6534,612793 1
830 27697 5 65000 65000 3,46 2,35 1,48 5,36 16,5435 401 6 6534,612793 1
830 27697 5 65000 65000 3,46 2,35 1,48 5,36 16,0128 401 6 6534,612793 1
830 27727 5 65000 65000 3,46 2,35 1,48 5,36 16,0128 401 6 7441,860352 1
830 27727 5 65000 48078 4,02 2,84 1,93 5,36 15,3946 401 6 7441,860352 1
831 27726 5 65000 48078 4,02 2,84 1,93 5,36 15,3946 401 6 7672,020996 1
831 27726 5 65000 58027 3,88 2,74 1,69 5,36 15,3946 401 6 7672,020996 1
831 27726 5 65000 58027 3,88 2,74 1,69 5,36 15,0484 400 5 6681,979492 1
831 27670 5 65000 65000 3,3 2,18 1,09 5,36 15,0484 400 5 6681,979492 1
831 27670 5 65000 65000 3,3 2,18 1,09 5,36 15,61 400 6 5684,846191 1
833 27629 5 65000 65000 3,0 1,84 1,0 5,36 15,61 400 6 5684,846191 1
833 27629 5 65000 65000 3,0 1,84 1,0 5,36 15,7837 400 6 5684,846191 1
