Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
1081 30961 3 537 877 184,05 138,32 65,34 5,37 1,0104 438 3 367684,03125 1
965 30630 4 727 942 146,76 98,17 57,78 5,37 1,1072 458 3 321608,03125 1
965 30630 4 727 931 145,57 97,77 58,91 5,37 1,108 458 3 321608,03125 1
963 30633 4 727 931 145,57 97,77 58,91 5,37 1,108 458 3 322519,6875 1
963 30633 4 702 925 145,47 99,14 59,63 5,37 1,108 458 3 322519,6875 1
963 30633 4 702 925 145,47 99,14 59,63 5,37 1,1087 459 3 321305,3125 1
958 30647 4 756 939 148,71 99,04 58,14 5,37 1,1087 459 3 321305,3125 1
958 30647 4 756 939 148,71 99,04 58,14 5,37 1,1093 460 3 318606,09375 1
955 30667 4 745 936 146,51 97,05 58,41 5,37 1,1093 460 3 318606,09375 1
955 30667 4 745 936 146,51 97,05 58,41 5,37 1,1098 460 3 318606,09375 1
952 30685 4 722 936 146,51 97,05 58,41 5,37 1,1098 460 3 320400,5 1
952 30685 4 722 930 148,26 99,27 59,05 5,37 1,1101 461 3 320400,5 1
949 30700 4 722 930 148,26 99,27 59,05 5,37 1,1101 461 3 319500,78125 1
949 30700 4 743 936 142,79 98,2 58,47 5,37 1,1101 461 3 319500,78125 1
949 30700 4 743 936 142,79 98,2 58,47 5,37 1,1105 461 3 320701,53125 1
946 30705 4 769 937 143,32 96,82 58,29 5,37 1,1105 461 3 320701,53125 1
946 30705 4 769 937 143,32 96,82 58,29 5,37 1,1103 462 3 320701,53125 1
944 30702 4 792 949 145,42 97,24 57,16 5,37 1,1103 462 3 320701,53125 1
944 30702 4 792 949 145,42 97,24 57,16 5,37 1,1106 462 3 320701,53125 1
942 30705 4 780 949 145,42 97,24 57,16 5,37 1,1106 462 3 317716,40625 1
942 30705 4 780 946 143,23 97,34 57,47 5,37 1,1109 463 3 317716,40625 1
941 30706 4 780 946 143,23 97,34 57,47 5,37 1,1109 463 3 317420,96875 1
941 30706 4 761 940 141,92 96,03 57,98 5,37 1,1109 463 3 317420,96875 1
941 30706 4 761 940 141,92 96,03 57,98 5,37 1,112 463 3 315076,9375 1
941 30702 4 774 922 142,84 94,94 59,93 5,37 1,112 463 3 315076,9375 1
941 30702 4 774 922 142,84 94,94 59,93 5,37 1,1127 464 3 315659,6875 1
941 30704 4 729 932 144,83 95,52 58,87 5,37 1,1127 464 3 315659,6875 1
941 30704 4 729 932 144,83 95,52 58,87 5,37 1,1136 464 3 315659,6875 1
939 30705 4 724 932 144,83 95,52 58,87 5,37 1,1136 464 3 314496,3125 1
939 30705 4 724 931 141,16 94,2 58,99 5,37 1,114 465 3 314496,3125 1
940 30701 4 724 931 141,16 94,2 58,99 5,37 1,114 465 3 314206,8125 1
940 30701 4 808 953 141,44 94,87 56,74 5,37 1,114 465 3 314206,8125 1
940 30701 4 808 953 141,44 94,87 56,74 5,37 1,1146 465 3 313054,125 1
938 30696 4 813 938 143,32 95,48 58,27 5,37 1,1146 465 3 313054,125 1
938 30696 4 813 938 143,32 95,48 58,27 5,37 1,1165 465 3 312195,125 1
938 30682 4 795 950 145,62 97,54 57,06 5,37 1,1165 465 3 312195,125 1
938 30682 4 795 950 145,62 97,54 57,06 5,37 1,1176 466 3 312195,125 1
937 30678 4 785 950 145,62 97,54 57,06 5,37 1,1176 466 3 314496,3125 1
937 30678 4 785 947 138,79 94,9 57,34 5,37 1,1191 466 3 314496,3125 1
934 30677 4 785 947 138,79 94,9 57,34 5,37 1,1191 466 3 311340,84375 1
934 30677 4 763 941 140,92 94,9 57,92 5,37 1,1191 466 3 311340,84375 1
934 30677 4 763 941 140,92 94,9 57,92 5,37 1,1197 466 3 313054,125 1
934 30679 4 720 930 141,97 94,23 59,11 5,37 1,1197 466 3 313054,125 1
934 30679 4 720 930 141,97 94,23 59,11 5,37 1,1202 467 3 310773,90625 1
932 30681 4 778 945 139,31 93,6 57,53 5,37 1,1202 467 3 310773,90625 1
932 30681 4 778 945 139,31 93,6 57,53 5,37 1,1199 467 3 310773,90625 1
929 30679 4 821 945 139,31 93,6 57,53 5,37 1,1199 467 3 309927,375 1
929 30679 4 821 956 140,77 93,47 56,43 5,37 1,1201 467 3 309927,375 1
929 30674 4 821 956 140,77 93,47 56,43 5,37 1,1201 467 3 309646,21875 1
929 30674 4 740 935 139,35 93,85 58,55 5,37 1,1201 467 3 309646,21875 1
929 30674 4 740 935 139,35 93,85 58,55 5,37 1,1197 468 3 309646,21875 1
927 30675 4 738 934 140,54 94,84 58,61 5,37 1,1197 468 3 309646,21875 1
927 30675 4 738 934 140,54 94,84 58,61 5,37 1,1194 468 3 310209,03125 1
927 30685 4 743 936 137,48 92,71 58,47 5,37 1,1194 468 3 310209,03125 1
927 30685 4 743 936 137,48 92,71 58,47 5,37 1,1195 468 3 310209,03125 1
927 30691 4 730 936 137,48 92,71 58,47 5,37 1,1195 468 3 309927,375 1
927 30691 4 730 932 139,54 95,0 58,83 5,37 1,1201 469 3 309927,375 1
927 30701 4 730 932 139,54 95,0 58,83 5,37 1,1201 469 3 309927,375 1
927 30701 4 774 948 140,39 94,07 57,28 5,37 1,1201 469 3 309927,375 1
927 30701 4 774 948 140,39 94,07 57,28 5,37 1,1211 469 3 306311,6875 1
926 30699 4 731 932 137,99 92,37 58,81 5,37 1,1211 469 3 306311,6875 1
926 30699 4 731 932 137,99 92,37 58,81 5,37 1,1208 469 3 309646,21875 1
925 30698 4 793 949 138,46 93,53 57,12 5,37 1,1208 469 3 309646,21875 1
925 30698 4 793 949 138,46 93,53 57,12 5,37 1,121 469 3 309646,21875 1
923 30689 4 792 949 138,46 93,53 57,12 5,37 1,121 469 3 307969,9375 1
923 30689 4 792 949 135,95 93,37 57,14 5,37 1,1212 470 3 307969,9375 1
921 30676 4 792 949 135,95 93,37 57,14 5,37 1,1212 470 3 306862,4375 1
921 30676 4 786 954 135,86 93,98 56,68 5,37 1,1212 470 3 306862,4375 1
921 30676 4 786 954 135,86 93,98 56,68 5,37 1,1225 470 3 305762,90625 1
919 30665 4 798 950 137,29 92,03 57,01 5,37 1,1225 470 3 305762,90625 1
